"","OBJECTID","GlobalID","CreationDate","Creator","Memorial","Is it a memorial?","Diameter at Breast Heigh (DBH)","Common Species Name","Height (ft)","SPECIES","SPECIES_BIN","x","y"
"117",122,"63a3aa47-f8d7-4430-bf64-0b425d0f0765","3/13/2024 8:44:59 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.21,"White spruce",NA,"White spruce","Picea glauca",-93.1687020906378,44.9411274984315
"118",123,"39f6e7bb-c37c-47e5-bd0b-2603cd5f0364","3/13/2024 8:45:51 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.67,"Tamarack",NA,"Tamarack","Larix larcina",-93.168621421027,44.9411286556916
"119",124,"73a8ceb5-dc51-4ca0-bfae-717cfed36095","3/13/2024 8:46:19 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.89,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1684873357927,44.9411491035827
"120",125,"b2ab9c4f-1a2b-4755-8471-d7c77db63315","3/13/2024 8:46:53 PM","areynol1@macalester.edu_MacGIS",NA,"No",4,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1684557222812,44.9411988739913
"121",126,"2c3e43f3-1004-440e-bc7b-0aac11db2b43","3/13/2024 8:47:29 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.08,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.168377778159,44.9411853703076
"122",127,"b851bf06-65f6-4309-a64d-7af9b74a30ea","3/13/2024 8:48:54 PM","areynol1@macalester.edu_MacGIS",NA,"No",10.95,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1678992123694,44.9411834411188
"123",128,"0243754c-ecac-4faa-a782-eaeae5dc7592","3/13/2024 8:49:19 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.18,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1677487742038,44.9411899999789
"124",129,"fcfbe689-c3d7-4739-8442-ead34a191a49","3/13/2024 8:49:53 PM","areynol1@macalester.edu_MacGIS",NA,"No",13.63,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1676572035369,44.9411892286849
"125",130,"5c234c6b-a499-451d-8408-bb94fb8c41b6","3/13/2024 8:50:28 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.49,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1675302042137,44.941180354671
"126",131,"f6a97778-b8c2-4fcc-919b-069b0c2f5d36","3/13/2024 8:51:14 PM","areynol1@macalester.edu_MacGIS",NA,"No",12.87,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1674331825697,44.9411764969289
"127",132,"7a9abfd4-590e-4b8a-9f0a-517b1de44b9b","3/13/2024 8:51:51 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.05,"White spruce",NA,"White spruce","Picea glauca",-93.1673083625593,44.9411649224294
"128",133,"44c1c78b-b5b9-4e6f-a04a-4d7484688956","3/13/2024 8:52:29 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.19,"White spruce",NA,"White spruce","Picea glauca",-93.167278929259,44.9411267265009
"129",134,"a9a26fe5-81d2-4d6f-ba11-817467939e44","3/13/2024 8:52:59 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.7,"White spruce",NA,"White spruce","Picea glauca",-93.1672985520581,44.9410457055209
"130",135,"5b45eeda-6407-4f3f-b2f9-07578e3cf209","3/13/2024 8:55:58 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.27,"Star magnolia",NA,"Star magnolia","Magnolia stellata",-93.1672832905797,44.9409955496491
"131",136,"b1b4c21f-e341-4278-aed1-0d8f88a37753","3/13/2024 8:56:30 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.65,"Crabapple",NA,"Crabapple","Malus sp.",-93.1672636677807,44.9409627552304
"132",137,"a04f8694-2361-49e5-8285-0ca566f8244c","3/13/2024 8:57:43 PM","areynol1@macalester.edu_MacGIS",NA,"No",1.83,"Norway maple",NA,"Norway maple","Acer platanoides",-93.167894421654,44.9409315478979
"133",138,"6b1b144d-e020-4746-ac98-ce39a5d03c82","3/13/2024 8:58:47 PM","areynol1@macalester.edu_MacGIS",NA,"No",7.16,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1684930382981,44.9410077371504
"134",139,"7df5263e-2b40-4e2c-bdeb-c2ed7a0aa816","3/13/2024 9:00:19 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.07,"Eastern redbud",NA,"Eastern redbud","Cercis canadensis",-93.1686006546725,44.9410096784264
"135",140,"241c025a-920f-4ce8-a76b-e5b562068172","3/13/2024 9:00:56 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.12,"Red maple",NA,"Red maple","Acer rubrum",-93.1686915516029,44.9410118556058
"136",141,"00592521-4d1d-49a4-842e-93cc19b666f0","3/13/2024 9:09:23 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.82,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1693845551322,44.9410374120233
"137",142,"f572b337-a9d3-4e22-b77c-5f411a824e6b","3/13/2024 9:10:15 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.02,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1695098557413,44.9410806204777
"138",143,"fd71755a-9646-426c-bb0f-bb711d7e9bed","3/13/2024 9:11:24 PM","areynol1@macalester.edu_MacGIS",NA,"No",26.7,"Eastern cottonwood",NA,"Eastern cottonwood","Populus deltoides",-93.1697443474714,44.9411280929579
"139",144,"45a97c0f-71c0-45a6-8fc0-4966f063e969","3/13/2024 9:12:37 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.21,"Douglas fir",NA,"Douglas fir","Pseudotsuga menziesii",-93.1700652436572,44.9411348476683
"140",145,"38811bbf-0bf8-4e95-a627-b88c7d145798","3/13/2024 9:13:01 PM","areynol1@macalester.edu_MacGIS",NA,"No",7,"Douglas fir",NA,"Douglas fir","Pseudotsuga menziesii",-93.1701184715328,44.9411125697747
"141",146,"e7a080e5-c211-4d60-adec-364fee98b215","3/13/2024 9:13:38 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.35,"Crabapple",NA,"Crabapple","Malus sp.",-93.1701934539095,44.9411151907786
"142",147,"7b0bb7b4-3e73-41fd-bf59-e3ebb23aefb1","3/13/2024 9:15:13 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.42,"Crabapple",NA,"Crabapple","Malus sp.",-93.1702540874963,44.9410788241797
"143",148,"24fb352b-537e-478d-868a-6ef23859c9d9","3/13/2024 9:15:47 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.49,"Norway spruce",NA,"Norway spruce","Picea abies",-93.1703031498838,44.9410640811807
"144",149,"4651e20b-0c06-4f32-ad61-20f7064901c3","3/13/2024 9:16:25 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.85,"Norway spruce",NA,"Norway spruce","Picea abies",-93.170347584151,44.9410755482406
"145",150,"50b84179-fe33-4f51-b4dd-47d60dd0c9a4","3/13/2024 9:17:12 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.59,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1703932230591,44.9410624788189
"146",151,"ce3db0c5-c606-4ce9-8308-44abe73c7141","3/13/2024 9:17:50 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.38,"White spruce",NA,"White spruce","Picea glauca",-93.1704422854466,44.9410441317721
"147",152,"91271386-464c-4944-9ba3-f16d21988f4d","3/13/2024 9:18:21 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.64,"Balsam fir",NA,"Balsam fir","Abies balsamea",-93.1704825533275,44.9410067827268
"148",153,"72de9fe2-95ce-40f5-8a7a-16401107860c","3/13/2024 9:20:07 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.33,"White spruce",NA,"White spruce","Picea glauca",-93.1707565152347,44.9408404501643
"149",154,"32123255-1ae7-4f3c-8a63-2bc22fc9abff","3/13/2024 9:20:37 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.85,"White spruce",NA,"White spruce","Picea glauca",-93.1707916914646,44.9407994969275
"150",155,"72d9d0b9-8dca-4640-a220-92ef38b631b1","3/13/2024 9:21:11 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.54,"White spruce",NA,"White spruce","Picea glauca",-93.1707435552401,44.9408040840272
"151",156,"dc67185d-1618-42c2-bd0f-c716c68d793e","3/13/2024 9:22:50 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.71,"American hornbeam",NA,"American hornbeam","Carpinus caroliniana",-93.1708324228762,44.9407785294135
"152",157,"4f9acd39-12d6-4b77-9fa8-62e8c130497e","3/13/2024 9:24:52 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.71,"Northern catalpa",NA,"Northern catalpa","Catalpa speciosa",-93.1704752167866,44.940607510516
"153",158,"fa731b06-b9c2-4585-891e-106c78434bbc","3/13/2024 9:32:14 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.28,"Ohio buckeye",NA,"Ohio buckeye","Aesculus glabra",-93.1702700784066,44.9405981976666
"154",159,"4d5bfba5-93a3-4be3-a5a2-a013a07b9397","3/13/2024 9:33:15 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.7,"Honey locust",NA,"Honey locust","Gleditsia triacanthos",-93.1700598681386,44.9406635618065
"155",160,"9741a77d-9f48-489a-b0ef-d756c44048ac","3/13/2024 9:34:03 PM","areynol1@macalester.edu_MacGIS",NA,"No",12.59,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1699577656234,44.9406619670638
"156",161,"be797fae-9814-4a7b-a8fb-98c73648457d","3/13/2024 9:37:29 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.5,"Pacific yew",NA,"Pacific yew","Taxus brevifolia",-93.1698235483368,44.940910123249
"157",162,"68af15d2-90bc-49b1-9770-18b39a702cad","3/13/2024 9:38:20 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.59,"Crabapple",NA,"Crabapple","Malus sp.",-93.1698007958073,44.940966260721
"158",163,"ee8c698b-c3f3-406d-aa0a-ff3861790a63","3/13/2024 9:39:22 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.39,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1696701322559,44.9408682499725
"159",164,"b124524b-36d8-4b70-9f46-cca7a200aa95","3/13/2024 9:40:08 PM","areynol1@macalester.edu_MacGIS",NA,"No",13.78,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1696785827078,44.9406823521708
"160",166,"147b35e5-35fe-4685-bfd5-82929d3ad495","3/13/2024 9:41:42 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.33,"Crabapple",NA,"Crabapple","Malus sp.",-93.1694673097328,44.9406989170122
"161",167,"8e325db8-8855-429c-9f7b-17117975cd5e","3/13/2024 9:42:25 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.39,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1695160648965,44.9408516851799
"162",168,"c8426ba1-c867-4947-a3b0-9840d592f7df","3/13/2024 9:42:55 PM","areynol1@macalester.edu_MacGIS",NA,"No",0.74,"Nannyberry",NA,"Nannyberry","Viburnum lentago",-93.1693645990581,44.940880213678
"163",169,"1ab5dada-fb18-479a-90cc-3b5f7b2d797b","3/13/2024 9:44:11 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.37,"Crabapple",NA,"Crabapple","Malus sp.",-93.1688781766031,44.9407588456956
"164",170,"91fa5c04-8985-4a7b-9ebe-19241e7b6bce","3/13/2024 9:45:04 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.17,"Crabapple",NA,"Crabapple","Malus sp.",-93.1688804762903,44.9407002421484
"165",171,"47fb380c-572b-4e38-b9c7-c4242cb745dc","3/13/2024 9:45:41 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.1,"Crabapple",NA,"Crabapple","Malus sp.",-93.1688040081,44.9407018699549
"166",172,"96f85daf-30a2-49d4-b0b1-74878bb55573","3/13/2024 9:46:15 PM","areynol1@macalester.edu_MacGIS",NA,"No",1.09,"Norway spruce",NA,"Norway spruce","Picea abies",-93.1684774354599,44.9406953580929
"167",173,"4bff0bcb-7d6f-4094-b4fb-cc23bbf448aa","3/13/2024 9:46:56 PM","areynol1@macalester.edu_MacGIS",NA,"No",1.78,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1683583395145,44.9406806849403
"168",174,"f79f95be-a68c-4cdb-a4b3-46e5dee84087","3/13/2024 9:47:34 PM","areynol1@macalester.edu_MacGIS",NA,"No",17.87,"Eastern cottonwood",NA,"Eastern cottonwood","Populus deltoides",-93.1682766961299,44.9406778362779
"169",175,"1e2c2b38-b9f0-42fd-8e74-d29b9d77263f","3/13/2024 9:48:06 PM","areynol1@macalester.edu_MacGIS",NA,"No",12.34,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1682525485168,44.9407612657836
"170",176,"7e5e30f3-6462-4822-a11e-abb6daca49ca","3/13/2024 9:48:42 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.92,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1682452568916,44.9408672675687
"171",177,"9effa917-325a-4b55-8405-ae67ab130420","3/13/2024 9:49:56 PM","areynol1@macalester.edu_MacGIS",NA,"No",13.9,"American elm",NA,"American elm","Ulmus americana",-93.1678501320156,44.9408354535735
"172",178,"fed03c7a-9eb3-4855-b549-00de1d667aa1","3/13/2024 9:51:42 PM","areynol1@macalester.edu_MacGIS","Entrepreneurship and Career Task Forces 2018-2022","Yes",1.03,"White oak",NA,"White oak","Quercus alba",-93.1680864841567,44.9406792300877
"173",179,"687d6423-b482-4bd3-bf80-2b438b955210","3/13/2024 9:52:49 PM","areynol1@macalester.edu_MacGIS","James Wallace Heritage Society","Yes",2.91,"Crabapple",NA,"Crabapple","Malus sp.",-93.1679357782931,44.940627350072
"174",180,"251bfbbd-5512-430d-a115-ca6862b04219","3/13/2024 9:54:15 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.46,"American elm",NA,"American elm","Ulmus americana",-93.1678295435276,44.9406139429051
"175",181,"4ff004de-ce17-447b-b9cc-9ed46552e774","3/13/2024 9:55:03 PM","areynol1@macalester.edu_MacGIS","Marissa Shu-Hui Leow","Yes",0.64,"White oak",NA,"White oak","Quercus alba",-93.1680000132258,44.9405533190715
"176",182,"0e93c6f6-5472-4a87-8270-0f3731ed5ac2","3/13/2024 9:56:39 PM","areynol1@macalester.edu_MacGIS",NA,"No",1.97,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1683689333467,44.9405988996594
"177",183,"8b0df4a0-a37b-400a-ba23-c592c37bb3a5","3/13/2024 9:57:11 PM","areynol1@macalester.edu_MacGIS",NA,"No",0.6,"Black walnut",NA,"Black walnut","Juglans nigra",-93.1684886608077,44.9405635520225
"178",184,"1ac215c6-06c9-440d-b487-003d4bfb91f8","3/13/2024 9:57:48 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.13,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1683731446487,44.940520539661
"179",185,"0e419dae-bb25-4d09-abb2-39696d8b2335","3/13/2024 9:58:43 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.56,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1684874579636,44.9404920058972
"180",186,"c62d50b8-9a9f-4731-a38f-9956a13d0a7c","3/13/2024 9:59:44 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.23,"Scots pine",NA,"Scots pine","Pinus sylvestris",-93.1684856532482,44.9404123682999
"181",187,"18a43496-86f7-4fab-ac58-e3c30a7649d0","3/13/2024 10:00:38 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.28,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1683641201734,44.940426848218
"182",188,"73de7d05-65d6-4b13-a01b-152e611907f1","3/13/2024 10:01:19 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.62,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1683647220446,44.9403740402465
"183",189,"0e2a6415-e4cb-4ca2-8f0a-48c8bb885860","3/13/2024 10:01:46 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.74,"Red maple",NA,"Red maple","Acer rubrum",-93.1684970843102,44.9403450810157
"184",190,"b033f655-23f7-4777-ae0b-2b5ad02921c8","3/13/2024 10:02:25 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.7,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1683707380621,44.9403327305921
"185",191,"b91ad6ff-e871-4596-8477-f1f72a1bb306","3/13/2024 10:03:19 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.46,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.167948987121,44.9405094355686
"186",192,"86eceffc-fb47-41dc-ab8d-1a63697dc49a","3/13/2024 10:03:54 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.1,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1679580735801,44.9404210821945
"187",193,"31d52180-fee5-4550-a59a-0191d629675b","3/13/2024 10:05:19 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.91,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1679672929899,44.9403466083654
"188",194,"dfee402c-7174-4e2e-aed0-82798a5cc945","3/13/2024 10:06:49 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.66,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1696779610736,44.9405045489533
"189",195,"03cd1efb-2b32-41a3-90f1-8c44c762899f","3/13/2024 10:08:45 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.57,"Kentucky coffeetree",NA,"Kentucky coffeetree","Gymnocladus Dioicus",-93.169766499028,44.9403983576466
"190",196,"5771ab23-70c1-47e6-a0d9-e89edf718931","3/13/2024 10:09:41 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.57,"White oak",NA,"White oak","Quercus alba",-93.1693453643313,44.9405357196379
"191",197,"b9b822e2-68ed-479f-b830-c3f54b56261f","3/13/2024 10:10:49 PM","areynol1@macalester.edu_MacGIS",NA,"No",17.53,"American elm",NA,"American elm","Ulmus americana",-93.1694324425233,44.9404043646653
"192",198,"d457ede3-ef8b-45b1-9f7a-ad31e176ae86","3/13/2024 10:11:36 PM","areynol1@macalester.edu_MacGIS",NA,"No",15.57,"American elm",NA,"American elm","Ulmus americana",-93.1693790951719,44.9402646471094
"193",199,"22bd98e3-3275-4ea9-978e-9ce14fb86b2e","3/13/2024 10:12:20 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.9,"Hackberry",NA,"Hackberry","Celtis occidentalis",-93.1696714428979,44.9404171531845
"194",200,"6bb2b56f-4427-48d8-b588-a796068d0915","3/13/2024 10:12:51 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.17,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1695238479001,44.940255198129
"195",201,"bb55e9e1-8edd-4500-abc9-d54c509e48f2","3/13/2024 10:13:44 PM","areynol1@macalester.edu_MacGIS",NA,"No",7.94,"Crabapple",NA,"Crabapple","Malus sp.",-93.1690510340234,44.9402446796188
"196",202,"b3d5f591-ffec-4935-9735-e6d8c6834d9b","3/13/2024 10:56:34 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.44,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1690260464854,44.9401742732069
"197",203,"70206ac6-43cc-4c91-9da5-8e071bbb350b","3/13/2024 10:57:10 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.3,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1688739042157,44.9401765286297
"198",204,"07b4595c-7cd5-4c98-826c-91966edea92b","3/13/2024 10:57:43 PM","areynol1@macalester.edu_MacGIS",NA,"No",1.57,"Crabapple",NA,"Crabapple","Malus sp.",-93.1687416757991,44.9402486995695
"199",205,"e32faf41-c978-424e-b7c5-90a83eead387","3/13/2024 10:58:20 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.57,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1686540550246,44.9401787840525
"200",206,"c389dbb5-34a6-442b-82d4-fc4802e956a4","3/13/2024 10:59:01 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.21,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1686134305125,44.9402221998099
"201",207,"0b29fcd4-db32-41d2-9371-3802f09a89ca","3/13/2024 10:59:49 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.04,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1685058958848,44.9401697629969
"202",208,"7759d43f-e628-4e03-b1f5-bf806a427578","3/13/2024 11:00:31 PM","areynol1@macalester.edu_MacGIS",NA,"No",8.93,"Red pine",NA,"Red pine","Pinus resinosa",-93.1683808369225,44.9402661789124
"203",209,"a79a3d9e-b121-4061-a29b-d0d5c6cf5baa","3/13/2024 11:01:11 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.11,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1683266712058,44.9401725817987
"204",210,"06b722f0-9cf3-4d21-8e7e-ace3dee3cb06","3/13/2024 11:02:16 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.99,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1681753257417,44.940172017784
"205",211,"1fee1e45-bc1c-473b-b660-7a92595aa2c6","3/13/2024 11:02:55 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.72,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1680757564756,44.9401731458134
"206",212,"685879f1-62e4-4e76-8609-38d4399f10b0","3/13/2024 11:04:08 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.83,"Sugar maple",NA,"Sugar maple","Acer saccharum",-93.1679594596806,44.9402661789124
"207",213,"0a2dd14e-3f68-49b9-9899-69e63b8e94a5","3/13/2024 11:04:49 PM","areynol1@macalester.edu_MacGIS",NA,"No",2.47,"Silver maple",NA,"Silver maple","Acer saccharinum",-93.1679562733563,44.9401708903905
"208",218,"b20d1a0b-862e-4c9c-997d-fd60c66475f2","3/13/2024 11:12:29 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.25,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1678169536389,44.9401723732341
"209",219,"83f0e88d-7ca8-47f8-b37d-fe7aacd3a29d","3/13/2024 11:13:11 PM","areynol1@macalester.edu_MacGIS",NA,"No",6.18,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1676609764611,44.9401820148961
"210",220,"84a820f5-14ba-4a0c-9a35-5ffb3c97de74","3/13/2024 11:13:51 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.37,"Norway maple",NA,"Norway maple","Acer platanoides",-93.1674202019139,44.9401851249247
"211",221,"e2bc8fe8-90a7-4105-9b9b-24651613895c","3/13/2024 11:14:36 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.72,"American elm",NA,"American elm","Ulmus americana",-93.1674408523856,44.9402973974163
"212",222,"8d9e4012-b392-4e71-b50a-197882812594","3/13/2024 11:15:12 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.59,"White spruce",NA,"White spruce","Picea glauca",-93.1674685330728,44.9402519908165
"213",223,"6a8ad65e-a171-4392-a7bd-8f6f14ce8d8a","3/13/2024 11:15:36 PM","areynol1@macalester.edu_MacGIS",NA,"No",3.43,"Blue spruce",NA,"Blue spruce","Picea pungens",-93.1674303070625,44.9402395507157
"214",224,"0e8e6dd4-1659-4203-9029-33c5ce4c4d44","3/13/2024 11:16:31 PM","areynol1@macalester.edu_MacGIS",NA,"No",9.5,"Eastern white pine",NA,"Eastern white pine","Pinus strobus",-93.1673797795227,44.9402572780494
"215",225,"5db50f54-3520-4906-a36e-876e7e789115","3/13/2024 11:17:06 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.1,"Norway spruce",NA,"Norway spruce","Picea abies",-93.1673042078511,44.9402320862723
"216",226,"02f68476-913b-4625-9786-e5a4568c6824","3/13/2024 11:17:30 PM","areynol1@macalester.edu_MacGIS",NA,"No",5.56,"Norway spruce",NA,"Norway spruce","Picea abies",-93.16728004317,44.9402479479748
"217",227,"fe55319e-9d30-4ba9-b770-6d452c23dc78","3/13/2024 11:18:08 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.88,"Norway spruce",NA,"Norway spruce","Picea abies",-93.1672870724871,44.9402890001644
"218",229,"ee0f45d3-c662-4bfe-930c-817c1c16adf1","3/13/2024 11:33:08 PM","areynol1@macalester.edu_MacGIS",NA,"No",1.54,"Red maple",NA,"Red maple","Acer rubrum",-93.1675461573948,44.9398463959751
"219",230,"22046049-25a1-4905-9642-d07749991b02","3/13/2024 11:34:24 PM","areynol1@macalester.edu_MacGIS",NA,"No",1.65,"Crabapple",NA,"Crabapple","Malus sp.",-93.1674569510938,44.9398645545508
"220",231,"8bbf98d3-d07e-42f8-a893-731809d5f44b","3/13/2024 11:34:45 PM","areynol1@macalester.edu_MacGIS",NA,"No",1.48,"Crabapple",NA,"Crabapple","Malus sp.",-93.1674130360528,44.9398722517707
"221",232,"9d6a4678-5331-43db-a6ca-8527734c979a","3/13/2024 11:35:08 PM","areynol1@macalester.edu_MacGIS",NA,"No",0.94,"Crabapple",NA,"Crabapple","Malus sp.",-93.1673720486214,44.9398571536458
"222",233,"5aa79711-f7c4-4e40-91fe-18ada99b15bd","3/13/2024 11:36:26 PM","areynol1@macalester.edu_MacGIS",NA,"No",4.02,"Northern red oak",NA,"Northern red oak","Quercus rubra",-93.1674473310354,44.9398068250504
"223",234,"46e1c95c-5383-4ec4-b6ae-e5045155ea05","3/13/2024 11:37:13 PM","areynol1@macalester.edu_MacGIS",NA,"No",1.49,"Crabapple",NA,"Crabapple","Malus sp.",-93.1673540643494,44.9398316933554
"224",235,"0ea3ac58-6b8d-4c40-97bb-f370e757b289","3/13/2024 11:37:49 PM","areynol1@macalester.edu_MacGIS",NA,"No",1.73,"Crabapple",NA,"Crabapple","Malus sp.",-93.1673244361147,44.9398455629835
